,Unnamed: 0,text,term,polarity,polarity_id,label
100,102.0,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,negative,2,1
101,103.0,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,positive,1,1
102,104.0,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,negative,2,1
103,105.0,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,negative,2,1
104,106.0,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,positive,1,1
105,107.0,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,positive,1,1
106,108.0,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive,1,1
107,109.0,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,positive,1,1
108,110.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive,1,1
109,111.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,positive,1,1
110,112.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,neutral,0,1
111,113.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral,0,1
112,114.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral,0,1
113,115.0,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral,0,1
114,116.0,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,positive,1,1
115,117.0,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",neutral,0,1
116,118.0,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,neutral,0,1
117,119.0,I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral,0,1
118,120.0,"The battery life seems to be very good, and have had no issues with it.",battery life,positive,1,1
119,121.0,Enabling the battery timer is useless.,battery timer,negative,2,1
120,122.0,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,neutral,0,1
121,123.0,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,neutral,0,1
122,124.0,Going to bring it to service today.,service,neutral,0,1
123,125.0,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,positive,1,1
124,126.0,"But we had paid for bluetooth, and there was none.",bluetooth,negative,2,1
125,127.0,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,neutral,0,1
126,128.0,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,negative,2,1
127,129.0,"My daughter uses it for games, email, facebook, pictures and music.",games,neutral,0,1
128,130.0,"It is always reliable, never bugged and responds well.",responds,positive,1,1
129,131.0,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,negative,2,1
130,132.0,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral,0,1
131,133.0,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative,2,1
132,134.0,they had to replace the motherboard in April,motherboard,negative,2,1
133,135.0,"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,positive,1,1
134,136.0,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,negative,2,1
135,137.0,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,negative,2,1
136,138.0,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,positive,1,1
137,139.0,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,positive,1,1
138,140.0,I love WIndows 7 which is a vast improvment over Vista.,Vista,negative,2,1
139,141.0,"Keyboard is great, very quiet for all the typing that I do.",Keyboard,positive,1,1
140,142.0,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,negative,2,1
141,143.0,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,negative,2,1
142,144.0,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral,0,1
143,145.0,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,positive,1,1
144,146.0,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,positive,1,1
145,147.0,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive,1,1
146,148.0,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,neutral,0,1
147,149.0,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative,2,1
148,150.0,It weighed like seven pounds or something like that.,weighed,neutral,0,1
149,151.0,It weighed like seven pounds or something like that.,seven pounds,neutral,0,1
150,152.0,"2 months later, the battery went.",battery,negative,2,1
151,153.0,You may need to special order a bag.,bag,neutral,0,1
152,154.0,It's color is even cool.,color,positive,1,1
153,155.0,keys are all in weird places and is way too large for the way it is designed.,keys,negative,2,1
154,156.0,keys are all in weird places and is way too large for the way it is designed.,designed,negative,2,1
155,157.0,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,positive,1,1
156,158.0,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive,1,1
157,159.0,The keyboard feels good and I type just fine on it.,keyboard,positive,1,1
158,160.0,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral,0,1
159,161.0,"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative,2,1
160,162.0,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,positive,1,1
161,163.0,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,positive,1,1
162,164.0,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,positive,1,1
163,165.0,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,neutral,0,1
164,166.0,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,neutral,0,1
165,167.0,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,positive,1,1
166,168.0,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,positive,1,1
167,169.0,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,positive,1,1
168,171.0,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,positive,1,1
169,172.0,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,positive,1,1
170,173.0,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",positive,1,1
171,174.0,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral,0,1
172,175.0,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,positive,1,1
173,176.0,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,positive,1,1
174,178.0,"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,negative,2,1
175,179.0,"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,negative,2,1
176,180.0,lots of preloaded software.,preloaded software,positive,1,1
177,181.0,"I wish it had a webcam though, then it would be perfect!",webcam,negative,2,1
178,182.0,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,positive,1,1
179,183.0,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,neutral,0,1
180,184.0,Another thing I might add is the battery life is excellent.,battery life,positive,1,1
181,185.0,"One drawback, I wish the keys were backlit.",keys,negative,2,1
182,186.0,"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,positive,1,1
183,187.0,I wish the volume could be louder and the mouse didnt break after only a month.,volume,negative,2,1
184,188.0,I wish the volume could be louder and the mouse didnt break after only a month.,mouse,negative,2,1
185,189.0,"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,positive,1,1
186,190.0,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,positive,1,1
187,191.0,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,negative,2,1
188,192.0,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,positive,1,1
189,193.0,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative,2,1
190,194.0,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,negative,2,1
191,195.0,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,positive,1,1
192,196.0,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,negative,2,1
193,197.0,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative,2,1
194,198.0,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,negative,2,1
195,199.0,"Great battery, speed, display.",battery,positive,1,1
196,200.0,"Great battery, speed, display.",speed,positive,1,1
197,201.0,"Great battery, speed, display.",display,positive,1,1
198,202.0,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,positive,1,1
199,203.0,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,positive,1,1
200,204.0,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,positive,1,1
201,205.0,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,negative,2,1
202,206.0,"It's applications are terrific, including the replacements for Microsoft office.",applications,positive,1,1
203,207.0,"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,positive,1,1
204,208.0,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,negative,2,1
205,209.0,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,negative,2,1
206,210.0,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,negative,2,1
207,211.0,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,negative,2,1
208,212.0,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,negative,2,1
209,213.0,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,negative,2,1
210,214.0,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative,2,1
211,215.0,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative,2,1
212,216.0,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral,0,1
213,217.0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative,2,1
214,218.0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative,2,1
215,219.0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,2,1
216,220.0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,negative,2,1
217,221.0,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,2,1
218,222.0,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,positive,1,1
219,223.0,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,positive,1,1
220,224.0,Mostly I love the drag and drop feature.,drag and drop feature,positive,1,1
221,225.0,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,negative,2,1
222,226.0,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,positive,1,1
223,227.0,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,positive,1,1
224,228.0,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive,1,1
225,229.0,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,positive,1,1
226,230.0,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,positive,1,1
227,231.0,The screen is very large and crystal clear with amazing colors and resolution.,screen,positive,1,1
228,232.0,The screen is very large and crystal clear with amazing colors and resolution.,colors,positive,1,1
229,233.0,The screen is very large and crystal clear with amazing colors and resolution.,resolution,positive,1,1
230,234.0,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,negative,2,1
231,235.0,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive,1,1
232,236.0,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,negative,2,1
233,237.0,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,0,1
234,238.0,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,negative,2,1
235,239.0,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative,2,1
236,240.0,  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,negative,2,1
237,242.0,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,positive,1,1
238,243.0,The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,positive,1,1
239,244.0,The AMD Turin processor seems to always perform so much better than Intel.,Intel,negative,2,1
240,245.0,  After that the said it was under warranty.,warranty,neutral,0,1
241,246.0,The start menu is not the easiest thing to navigate due to the stacking.,start menu,negative,2,1
242,247.0,The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative,2,1
243,248.0,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative,2,1
244,249.0,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative,2,1
245,250.0,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative,2,1
246,251.0,Really like the textured surface which shows no fingerprints.,surface,positive,1,1
247,252.0,The screen is bright and the keyboard is nice;,screen,positive,1,1
248,253.0,The screen is bright and the keyboard is nice;,keyboard,positive,1,1
249,254.0,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive,1,1
250,255.0,But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive,1,1
251,256.0,"High price tag, however.",price tag,negative,2,1
252,257.0,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,1,1
253,258.0,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative,2,1
254,259.0,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative,2,1
255,260.0,It is easy to use and lightweight.,use,positive,1,1
256,261.0,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive,1,1
257,262.0,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive,1,1
258,263.0,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral,0,1
259,264.0,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral,0,1
260,265.0,This laptop is a great price and has a sleek look.,price,positive,1,1
261,266.0,This laptop is a great price and has a sleek look.,look,positive,1,1
262,267.0,I especially like the keyboard which has chiclet type keys.,keyboard,positive,1,1
